download_kbps,is_blacklisted,sim_mobile_carrier_id,network_mobile_carrier_id,raw_sim_carrier_id,raw_network_carrier_id
10367,1,2709.0,2709.0,1123,1123.0
8884,1,2709.0,2709.0,1123,1123.0
5241,1,2709.0,2709.0,1123,1123.0
1546,1,2709.0,2709.0,1123,1123.0
2001,1,2709.0,2709.0,1123,1123.0
5039,1,2709.0,2709.0,1123,1123.0
24954,1,2709.0,2709.0,1123,1123.0
17898,1,2709.0,2709.0,1123,1123.0
4299,1,2709.0,2709.0,1123,1123.0
24738,1,2709.0,2709.0,1123,1123.0
370,1,2709.0,2709.0,1123,1123.0
92,1,2709.0,2709.0,1123,1123.0
5936,1,2709.0,2709.0,1123,1123.0
11619,1,2709.0,2709.0,1123,1123.0
26764,1,2709.0,2709.0,1123,1123.0
25809,1,2709.0,2709.0,1123,1123.0
41559,1,2709.0,2709.0,1123,1123.0
32821,1,2709.0,2709.0,1123,1123.0
13,1,2709.0,2709.0,1123,1123.0
22323,1,2709.0,2709.0,1123,1123.0
354,1,2709.0,2709.0,1123,1123.0
36418,1,2709.0,2709.0,1123,1123.0
8598,1,2709.0,2709.0,1123,1123.0
10670,1,2709.0,2709.0,1123,1123.0
11840,1,2709.0,2709.0,1123,1123.0
6044,1,2709.0,2709.0,1123,1123.0
2996,1,2709.0,2709.0,1123,1123.0
9905,1,2709.0,2709.0,1123,1123.0
29311,1,2709.0,2709.0,1123,1123.0
463,1,2709.0,2709.0,1123,1123.0
77,1,2709.0,2709.0,1123,1123.0
18733,1,2709.0,2709.0,1123,1123.0
622,1,2709.0,2709.0,1123,1123.0
2284,1,2709.0,2709.0,1123,1123.0
1255,1,2709.0,2709.0,1123,1123.0
2881,1,2709.0,2709.0,1123,1123.0
789,1,2709.0,2709.0,1123,1123.0
1085,1,2709.0,2709.0,1123,1123.0
13719,1,2709.0,2709.0,1123,1123.0
24357,1,2709.0,2709.0,1123,1123.0
6067,1,2709.0,2709.0,1123,1123.0
4433,1,2709.0,2709.0,1123,1123.0
2644,1,2709.0,2709.0,1123,1123.0
16910,1,2709.0,2709.0,1123,1123.0
16191,1,2709.0,2709.0,1123,1123.0
2053,1,2709.0,2709.0,1123,1123.0
3751,1,2709.0,2709.0,1123,1123.0
4209,1,2709.0,2709.0,1123,1123.0
430,1,2709.0,2709.0,1123,1123.0
3544,1,2709.0,2709.0,1123,1123.0
16192,1,2709.0,2709.0,1123,1123.0
6748,1,2709.0,2709.0,1123,1123.0
599,1,2709.0,2709.0,1123,1123.0
3638,1,2709.0,2709.0,1123,1123.0
6789,1,2709.0,2709.0,1123,1123.0
6260,1,2709.0,2709.0,1123,1123.0
4589,1,2709.0,2709.0,1123,1123.0
24503,1,2709.0,2709.0,1123,1123.0
8400,1,2709.0,2709.0,1123,1123.0
8136,1,2709.0,2709.0,1123,1123.0
1202,1,2709.0,2709.0,1123,1123.0
5264,1,2709.0,2709.0,1123,1123.0
1288,1,2709.0,2709.0,1123,1123.0
9091,1,2709.0,2709.0,1123,1123.0
3671,1,2709.0,2709.0,1123,1123.0
11402,1,2709.0,2709.0,1123,1123.0
2107,1,2709.0,2709.0,1123,1123.0
735,1,2709.0,2709.0,1123,1123.0
2630,1,2709.0,2709.0,1123,1123.0
2,1,2709.0,2709.0,1123,1123.0
871,1,2709.0,2709.0,1123,1123.0
2207,1,2709.0,2709.0,1123,1123.0
3297,1,2709.0,3430.0,7260,2137.0
1120,1,2709.0,2709.0,1123,1123.0
1455,1,2709.0,2709.0,1123,1123.0
8109,1,2709.0,2709.0,1123,1123.0
18963,1,2709.0,2709.0,1123,1123.0
12895,1,2709.0,2709.0,1123,1123.0
3564,1,2709.0,2709.0,1123,1123.0
28657,1,2709.0,2709.0,1123,1123.0
7323,1,2709.0,2709.0,1123,1123.0
6078,1,2709.0,2709.0,1123,1123.0
2002,1,2709.0,2709.0,1123,1123.0
8236,1,2709.0,2709.0,1123,1123.0
9576,1,2709.0,2709.0,1123,1123.0
9177,1,2709.0,2709.0,1123,1123.0
40791,1,2709.0,2709.0,1123,1123.0
23340,1,2709.0,2709.0,1123,1123.0
143,1,2709.0,2709.0,1123,1123.0
4289,1,2709.0,2709.0,1123,1123.0
8190,1,2709.0,2709.0,1123,1123.0
10553,1,2709.0,2709.0,1123,1123.0
5691,1,2709.0,2709.0,1123,1123.0
9655,1,2709.0,2709.0,1123,1123.0
2199,1,2709.0,2709.0,1123,1123.0
2133,1,2709.0,2709.0,1123,1123.0
2352,1,2709.0,2709.0,1123,1123.0
5473,1,2709.0,2709.0,1123,1123.0
11578,1,2709.0,2709.0,1123,1123.0
3155,1,2709.0,2709.0,1123,1123.0
9549,1,2709.0,2709.0,1123,1123.0
1514,1,2709.0,2709.0,1123,1123.0
20361,1,2709.0,2709.0,1123,1123.0
18655,1,2709.0,2709.0,1123,1123.0
16238,1,2709.0,2709.0,1123,1123.0
14690,1,2709.0,2709.0,1123,1123.0
56,1,2709.0,2709.0,1123,1123.0
16570,1,2709.0,2709.0,1123,1123.0
12035,1,2709.0,2709.0,1123,1123.0
7337,1,2709.0,2709.0,1123,1123.0
22595,1,2709.0,2709.0,1123,1123.0
11755,1,2709.0,2709.0,1123,1123.0
36881,1,2709.0,2709.0,1123,1123.0
13916,1,2709.0,2709.0,1123,1123.0
12215,1,2709.0,2709.0,1123,1123.0
34129,1,2709.0,2709.0,1123,1123.0
17908,1,2709.0,2709.0,1123,1123.0
23156,1,2709.0,2709.0,1123,1123.0
98,1,2709.0,2709.0,1123,1123.0
10456,1,2709.0,2709.0,1123,1123.0
3355,1,2709.0,2709.0,1123,1123.0
2071,1,3923.0,3923.0,99947,103354.0
5322,1,2709.0,2709.0,1123,1123.0
128,1,2709.0,2709.0,1123,1123.0
32758,1,2709.0,2709.0,1123,1123.0
33433,1,2709.0,2709.0,1123,1123.0
12544,1,2709.0,2709.0,1123,1123.0
40201,1,2709.0,2709.0,1123,1123.0
8063,1,2709.0,3430.0,7260,2137.0
1274,1,2709.0,2709.0,1123,1123.0
30419,1,2709.0,2709.0,1123,1123.0
3734,1,2709.0,2709.0,1123,1123.0
4377,1,2709.0,2709.0,1123,1123.0
591,1,2709.0,2709.0,1123,1123.0
953,1,2709.0,2709.0,1123,1123.0
11831,1,2709.0,2709.0,1123,1123.0
1269,1,2709.0,2709.0,1123,1123.0
1951,1,2709.0,2709.0,1123,1123.0
10452,1,2709.0,2709.0,1123,1123.0
13319,1,2709.0,2709.0,1123,1123.0
12954,1,2709.0,2709.0,1123,1123.0
7627,1,2709.0,2709.0,1123,1123.0
2061,1,2709.0,2709.0,1123,1123.0
24113,1,2709.0,2709.0,1123,1123.0
1206,1,2709.0,2709.0,1123,1123.0
25940,1,2709.0,2709.0,1123,1123.0
31537,1,2709.0,2709.0,1123,1123.0
6123,1,2709.0,2709.0,1123,1123.0
375,1,2709.0,2709.0,1123,1123.0
15192,1,2709.0,2709.0,1123,1123.0
3474,1,2709.0,2709.0,1123,1123.0
11134,1,2709.0,2709.0,1123,1123.0
8630,1,2709.0,2709.0,1123,1123.0
28967,1,2709.0,2709.0,1123,1123.0
2278,1,2709.0,2709.0,1123,1123.0
5043,1,2709.0,2709.0,1123,1123.0
4183,1,2709.0,2709.0,1123,1123.0
9525,1,2709.0,2709.0,1123,1123.0
21557,1,2709.0,2709.0,1123,1123.0
38,1,2709.0,2709.0,1123,1123.0
5511,1,2709.0,2709.0,1123,1123.0
10814,1,2709.0,2709.0,1123,1123.0
2671,1,2709.0,2709.0,1123,1123.0
828,1,2709.0,2709.0,1123,1123.0
2431,1,2709.0,2709.0,1123,1123.0
2007,1,2709.0,2709.0,1123,1123.0
938,1,2709.0,2709.0,1123,1123.0
17756,1,2709.0,2709.0,1123,1123.0
34733,1,2709.0,2709.0,1123,1123.0
1149,1,2709.0,2709.0,1123,1123.0
2927,1,2709.0,2709.0,1123,1123.0
24966,1,2709.0,2709.0,1123,1123.0
4945,1,2709.0,2709.0,1123,1123.0
496,1,2709.0,2709.0,1123,1123.0
5131,1,2709.0,2709.0,1123,1123.0
20283,1,2709.0,2709.0,1123,1123.0
67,1,2709.0,2709.0,1123,1123.0
3697,1,2709.0,2709.0,1123,1123.0
16480,1,2709.0,2709.0,1123,1123.0
841,1,2709.0,2709.0,1123,1123.0
449,1,2709.0,2709.0,1123,1123.0
782,1,2709.0,2709.0,1123,1123.0
4302,1,2709.0,2709.0,1123,1123.0
4937,1,2709.0,2709.0,1123,1123.0
1301,1,2709.0,2709.0,1123,1123.0
2970,1,2709.0,2709.0,1123,1123.0
1740,1,2709.0,2709.0,1123,1123.0
2792,1,2709.0,2709.0,1123,1123.0
7152,1,2709.0,2709.0,1123,1123.0
248,1,2709.0,2709.0,1123,1123.0
1494,1,2709.0,2709.0,1123,1123.0
1174,1,2709.0,2709.0,1123,1123.0
4927,1,2709.0,2709.0,1123,1123.0
440,1,2709.0,2709.0,1123,1123.0
4065,1,2709.0,2709.0,1123,1123.0
16853,1,2709.0,2709.0,1123,1123.0
7803,1,2709.0,2709.0,1123,1123.0
2139,1,2709.0,2709.0,1123,1123.0
4331,1,2709.0,2709.0,1123,1123.0
2605,1,2709.0,2709.0,1123,1123.0
1118,1,2709.0,2709.0,1123,1123.0
2495,1,2709.0,2709.0,1123,1123.0
1619,1,2709.0,2709.0,1123,1123.0
901,1,2709.0,2709.0,1123,1123.0
4886,1,2709.0,3430.0,7260,2137.0
13390,1,2709.0,2709.0,1123,1123.0
5022,1,2709.0,2709.0,1123,1123.0
4675,1,2709.0,3430.0,7260,2137.0
907,1,2709.0,2709.0,1123,1123.0
6119,1,2709.0,2709.0,1123,1123.0
3817,1,2709.0,2709.0,1123,1123.0
7196,1,2709.0,2709.0,1123,1123.0
24812,1,2709.0,2709.0,1123,1123.0
6279,1,2709.0,2709.0,1123,1123.0
167,1,2709.0,2709.0,1123,1123.0
2121,1,2709.0,2709.0,1123,1123.0
15167,1,2709.0,2709.0,1123,1123.0
4265,1,2709.0,2709.0,1123,1123.0
5161,1,2709.0,2709.0,1123,1123.0
6515,1,2709.0,2709.0,1123,1123.0
10224,1,2709.0,2709.0,1123,1123.0
14041,1,2709.0,2709.0,1123,1123.0
127,1,2709.0,2709.0,1123,1123.0
146,1,2709.0,2709.0,1123,1123.0
9852,1,2709.0,2709.0,1123,1123.0
18905,1,2709.0,2709.0,1123,1123.0
14416,1,2709.0,2709.0,1123,1123.0
1624,1,2709.0,2709.0,1123,1123.0
13413,1,2709.0,2709.0,1123,1123.0
135,1,2709.0,2709.0,1123,1123.0
10436,1,2709.0,2709.0,1123,1123.0
10464,1,2709.0,2709.0,1123,1123.0
31870,1,2709.0,2709.0,1123,1123.0
2949,1,2709.0,2709.0,1123,1123.0
4718,1,2709.0,2709.0,1123,1123.0
1308,1,2709.0,2709.0,1123,1123.0
1208,1,2709.0,2709.0,1123,1123.0
4140,1,2709.0,2709.0,1123,1123.0
12746,1,2709.0,2709.0,1123,1123.0
4301,1,2709.0,2709.0,1123,1123.0
28702,1,2709.0,2709.0,1123,1123.0
4560,1,2709.0,2709.0,1123,1123.0
6457,1,2709.0,2709.0,1123,1123.0
12778,1,2709.0,2709.0,1123,1123.0
11113,1,2709.0,2709.0,1123,1123.0
1724,1,2709.0,2709.0,1123,1123.0
2548,1,2709.0,2709.0,1123,1123.0
25439,1,2709.0,2709.0,1123,1123.0
1538,1,2709.0,2709.0,1123,1123.0
6646,1,2709.0,2709.0,1123,1123.0
1541,1,2709.0,2709.0,1123,1123.0
10352,1,2709.0,2709.0,1123,1123.0
15067,1,2709.0,2709.0,1123,1123.0
34,1,2709.0,2709.0,1123,1123.0
3152,1,2709.0,2709.0,1123,1123.0
4747,1,2709.0,2709.0,1123,1123.0
672,1,2709.0,2709.0,1123,1123.0
6343,1,2709.0,2709.0,1123,1123.0
1294,1,2709.0,2709.0,1123,1123.0
5486,1,2709.0,2709.0,1123,1123.0
3510,1,2709.0,2709.0,1123,1123.0
124,1,2709.0,2709.0,1123,1123.0
4899,1,2709.0,2709.0,1123,1123.0
356,1,2709.0,2709.0,1123,1123.0
3649,1,2709.0,2709.0,1123,1123.0
7173,1,2709.0,2709.0,1123,1123.0
2272,1,2709.0,2709.0,1123,1123.0
5436,1,2709.0,2709.0,1123,1123.0
2865,1,2709.0,2709.0,1123,1123.0
840,1,2709.0,2709.0,1123,1123.0
18827,1,2709.0,2709.0,1123,1123.0
2430,1,2709.0,2709.0,1123,1123.0
4253,1,2709.0,2709.0,1123,1123.0
5067,1,2709.0,2709.0,1123,1123.0
52789,1,2709.0,2709.0,1123,1123.0
15233,1,2709.0,2709.0,1123,1123.0
4061,1,2709.0,2709.0,1123,1123.0
27209,1,2709.0,2709.0,1123,1123.0
8211,1,2709.0,2709.0,1123,1123.0
4803,1,2709.0,2709.0,1123,1123.0
9042,1,2709.0,2709.0,1123,1123.0
723,1,2709.0,2709.0,1123,1123.0
10451,1,2709.0,2709.0,1123,1123.0
1084,1,2709.0,2709.0,1123,1123.0
5442,1,2709.0,2709.0,1123,1123.0
2632,1,2709.0,2709.0,1123,1123.0
2819,1,2709.0,2709.0,1123,1123.0
3359,1,2709.0,2709.0,1123,1123.0
2922,1,2709.0,2709.0,1123,1123.0
7364,1,2709.0,2709.0,1123,1123.0
3188,1,2709.0,2709.0,1123,1123.0
10495,1,2709.0,2709.0,1123,1123.0
7056,1,2709.0,2709.0,1123,1123.0
10684,1,2709.0,2709.0,1123,1123.0
4557,1,2709.0,2709.0,1123,1123.0
19788,1,2709.0,2709.0,1123,1123.0
87,1,2709.0,2709.0,1123,1123.0
11013,1,2709.0,2709.0,1123,1123.0
31537,1,2709.0,2709.0,1123,1123.0
2308,1,2709.0,2709.0,1123,1123.0
3471,1,2709.0,2709.0,1123,1123.0
13188,1,2709.0,2709.0,1123,1123.0
3684,1,2709.0,2709.0,1123,1123.0
2725,1,2709.0,2709.0,1123,1123.0
986,1,2709.0,2709.0,1123,1123.0
13299,1,2709.0,2709.0,1123,1123.0
2815,1,2709.0,2709.0,1123,1123.0
7541,1,2709.0,2709.0,1123,1123.0
15228,1,2709.0,2709.0,1123,1123.0
26424,1,2709.0,2709.0,1123,1123.0
1677,1,2709.0,2709.0,1123,1123.0
13547,1,2709.0,2709.0,1123,1123.0
8307,1,2709.0,2709.0,1123,1123.0
2136,1,2709.0,2709.0,1123,1123.0
412,1,2709.0,2709.0,1123,1123.0
5692,1,2709.0,2709.0,1123,1123.0
5,1,2709.0,2709.0,1123,1123.0
6333,1,2709.0,2709.0,1123,1123.0
65,1,2709.0,2709.0,1123,1123.0
117,1,2709.0,2709.0,1123,1123.0
9230,1,2709.0,2709.0,1123,1123.0
9534,1,2709.0,2709.0,1123,1123.0
5177,1,2709.0,2709.0,1123,1123.0
8150,1,2709.0,2709.0,1123,1123.0
5200,1,2709.0,2709.0,1123,1123.0
11283,1,2709.0,2709.0,1123,1123.0
12307,1,2709.0,2709.0,1123,1123.0
9071,1,2709.0,2709.0,1123,1123.0
2661,1,2709.0,2709.0,1123,1123.0
8446,1,2709.0,2709.0,1123,1123.0
18113,1,2709.0,2709.0,1123,1123.0
1419,1,2709.0,2709.0,1123,1123.0
31675,1,2709.0,2709.0,1123,1123.0
290,1,2709.0,2709.0,1123,1123.0
7483,1,2709.0,2709.0,1123,1123.0
3530,1,2709.0,2709.0,1123,1123.0
5914,1,2709.0,2709.0,1123,1123.0
136,1,2709.0,2709.0,1123,1123.0
1505,1,2709.0,2709.0,1123,1123.0
1568,1,2709.0,2709.0,1123,1123.0
89,1,2709.0,2709.0,1123,1123.0
28,1,2709.0,2709.0,1123,1123.0
4129,1,2709.0,2709.0,1123,1123.0
3474,1,2709.0,2709.0,1123,1123.0
2263,1,2709.0,2709.0,1123,1123.0
697,1,2709.0,2709.0,1123,1123.0
5435,1,2709.0,2709.0,1123,1123.0
7227,1,2709.0,2709.0,1123,1123.0
30691,1,2709.0,2709.0,1123,1123.0
7206,1,2709.0,2709.0,1123,1123.0
784,1,2709.0,2709.0,1123,1123.0
29674,1,2709.0,2709.0,1123,1123.0
784,1,2709.0,2709.0,1123,1123.0
6454,1,2709.0,2709.0,1123,1123.0
7122,1,2709.0,2709.0,1123,1123.0
23002,1,2709.0,2709.0,1123,1123.0
12790,1,2709.0,2709.0,1123,1123.0
158,1,2709.0,2709.0,1123,1123.0
75,1,2709.0,2709.0,1123,1123.0
20267,1,2709.0,2709.0,1123,1123.0
12115,1,2709.0,2709.0,1123,1123.0
19816,1,2709.0,2709.0,1123,1123.0
4735,1,2709.0,2709.0,1123,1123.0
62,1,2709.0,2709.0,1123,1123.0
84,1,2709.0,2709.0,1123,1123.0
32136,1,2709.0,2709.0,1123,1123.0
13705,1,2709.0,2709.0,1123,1123.0
28778,1,2709.0,2709.0,1123,1123.0
3398,1,2709.0,2709.0,1123,1123.0
2325,1,2709.0,2709.0,1123,1123.0
15476,1,2709.0,2709.0,1123,1123.0
8986,1,2709.0,2709.0,1123,1123.0
933,1,2709.0,2709.0,1123,1123.0
2324,1,2709.0,2709.0,1123,1123.0
28669,1,2709.0,2709.0,1123,1123.0
8144,1,2709.0,2709.0,1123,1123.0
2631,1,2709.0,2709.0,1123,1123.0
7025,1,2709.0,2709.0,1123,1123.0
2084,1,2709.0,2709.0,1123,1123.0
332,1,2709.0,2709.0,1123,1123.0
4316,1,2709.0,2709.0,1123,1123.0
2497,1,2709.0,2709.0,1123,1123.0
2821,1,2709.0,2709.0,1123,1123.0
910,1,2709.0,2709.0,1123,1123.0
11896,1,2709.0,2709.0,1123,1123.0
2459,1,2709.0,2709.0,1123,1123.0
10077,1,2709.0,2709.0,1123,1123.0
9601,1,2709.0,2709.0,1123,1123.0
3098,1,2709.0,2709.0,1123,1123.0
31683,1,2709.0,2709.0,1123,1123.0
78,1,2709.0,2709.0,1123,1123.0
6643,1,2709.0,2709.0,1123,1123.0
11742,1,2709.0,2709.0,1123,1123.0
5571,1,2709.0,2709.0,1123,1123.0
12261,1,2709.0,2709.0,1123,1123.0
2821,1,2709.0,2709.0,1123,1123.0
12357,1,2709.0,2709.0,1123,1123.0
1131,1,2709.0,2709.0,1123,1123.0
2342,1,2709.0,2709.0,1123,1123.0
16085,1,2709.0,2709.0,1123,1123.0
8405,1,2709.0,2709.0,1123,1123.0
94,1,2709.0,2709.0,1123,1123.0
5765,1,2709.0,2709.0,1123,1123.0
14544,1,2709.0,2709.0,1123,1123.0
9441,1,2709.0,2709.0,1123,1123.0
4918,1,2709.0,2709.0,1123,1123.0
8617,1,2709.0,2709.0,1123,1123.0
26404,1,2709.0,2709.0,1123,1123.0
2724,1,2709.0,2709.0,1123,1123.0
5048,1,2709.0,2709.0,1123,1123.0
3554,1,2709.0,2709.0,1123,1123.0
19702,1,2709.0,2709.0,1123,1123.0
2378,1,2709.0,2709.0,1123,1123.0
14830,1,2709.0,2709.0,1123,1123.0
23699,1,2709.0,2709.0,1123,1123.0
5369,1,2709.0,2709.0,1123,1123.0
4984,1,2709.0,2709.0,1123,1123.0
8384,1,2709.0,2709.0,1123,1123.0
77,1,2709.0,2709.0,1123,1123.0
5586,1,2709.0,2709.0,1123,1123.0
575,1,2709.0,2709.0,1123,1123.0
1215,1,2709.0,2709.0,1123,1123.0
485,1,2709.0,2709.0,1123,1123.0
6575,1,2709.0,2709.0,1123,1123.0
35153,1,2709.0,2709.0,1123,1123.0
27118,1,2709.0,2709.0,1123,1123.0
918,1,2709.0,2709.0,1123,1123.0
19012,1,2709.0,2709.0,1123,1123.0
5138,1,2709.0,3430.0,7260,2137.0
2669,1,2709.0,2709.0,1123,1123.0
6647,1,2709.0,2709.0,1123,1123.0
33747,1,2709.0,2709.0,1123,1123.0
650,1,2709.0,2709.0,1123,1123.0
3747,1,2709.0,2709.0,1123,1123.0
6117,1,2709.0,2709.0,1123,1123.0
1158,1,2709.0,2709.0,1123,1123.0
1795,1,2709.0,2709.0,1123,1123.0
17555,1,2709.0,2709.0,1123,1123.0
21145,1,2709.0,2709.0,1123,1123.0
6798,1,2709.0,2709.0,1123,1123.0
1625,1,2709.0,2709.0,1123,1123.0
4271,1,2709.0,2709.0,1123,1123.0
5885,1,2709.0,2709.0,1123,1123.0
419,1,2709.0,2709.0,1123,1123.0
3852,1,2709.0,2709.0,1123,1123.0
3497,1,2709.0,2709.0,1123,1123.0
2381,1,2709.0,2709.0,1123,1123.0
1030,1,2709.0,2709.0,1123,1123.0
3939,1,2709.0,2709.0,1123,1123.0
4720,1,2709.0,2709.0,1123,1123.0
25145,1,2709.0,2709.0,1123,1123.0
47889,1,2709.0,2709.0,1123,1123.0
2550,1,2709.0,2709.0,1123,1123.0
25,1,2709.0,2709.0,1123,1123.0
1960,1,2709.0,2709.0,1123,1123.0
13468,1,2709.0,2709.0,1123,1123.0
6316,1,2709.0,2709.0,1123,1123.0
4882,1,2709.0,2709.0,1123,1123.0
73,1,2709.0,2709.0,1123,1123.0
12421,1,2709.0,2709.0,1123,1123.0
25191,1,2709.0,2709.0,1123,1123.0
3066,1,2709.0,2709.0,1123,1123.0
6138,1,2709.0,2709.0,1123,1123.0
9800,1,2709.0,2709.0,1123,1123.0
14760,1,2709.0,2709.0,1123,1123.0
5480,1,2709.0,2709.0,1123,1123.0
15034,1,2709.0,2709.0,1123,1123.0
24710,1,2709.0,2709.0,1123,1123.0
8661,1,2709.0,2709.0,1123,1123.0
1553,1,2709.0,2709.0,1123,1123.0
31342,1,2709.0,2709.0,1123,1123.0
31036,1,2709.0,2709.0,1123,1123.0
3637,1,2709.0,2709.0,1123,1123.0
14859,1,2709.0,2709.0,1123,1123.0
